bookid,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,myrating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,dateread,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
35957156,"Lost and Founder: The Mostly Awful, Sometimes Awesome Truth about Building a Tech Startup",Rand Fishkin,"Fishkin, Rand",,0735213321,9780735213326,0,4.39,Portfolio,Hardcover,300,2018,2018,,2021/10/07,to-read,to-read (#418),to-read,,,,0,,,0,,,,,
54870431,This Telling,Cheryl Strayed,"Strayed, Cheryl",,,,0,3.91,Amazon Original Stories,Kindle Edition,34,2020,2020,,2021/10/06,to-read,to-read (#417),to-read,,,,0,,,0,,,,,
25893534,Brave Enough,Cheryl Strayed,"Strayed, Cheryl",,0345810872,9780345810878,0,3.90,Knopf Canada,Hardcover,160,2015,2015,,2021/10/06,to-read,to-read (#416),to-read,,,,0,,,0,,,,,
40603783,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,,,0,4.11,Twelve,Kindle Edition,273,2012,2012,,2021/10/06,to-read,to-read (#415),to-read,,,,0,,,0,,,,,
40121328,"Cribsheet: A Data-Driven Guide to Better, More Relaxed Parenting, from Birth to Preschool",Emily Oster,"Oster, Emily",,0525559256,9780525559252,5,4.14,Penguin Press,Hardcover,352,2019,2019,2021/10/06,2021/09/14,,,read,,,,1,,,0,,,,,
392566,"The Space Merchants (The Space Merchants, #1)",Frederik Pohl,"Pohl, Frederik",C.M. Kornbluth,,,2,3.85,Orion Publishing Group Ltd,Paperback,186,2003,1952,2021/10/05,2021/09/01,,,read,,,,1,,,0,,,,,
13152194,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,"Strayed, Cheryl",,030794932X,9780307949325,5,4.29,Vintage,ebook,354,2012,2012,2021/10/01,2021/09/12,,,read,,,,1,,,0,,,,,
52578297,The Midnight Library,Matt Haig,"Haig, Matt",Carey Mulligan,,,0,4.07,Viking,Hardcover,304,2020,2020,,2021/09/29,to-read,to-read (#414),to-read,,,,0,,,0,,,,,
50358103,Money: The True Story of a Made-Up Thing,Jacob Goldstein,"Goldstein, Jacob",,031641719X,9780316417198,4,4.21,Hachette Books,Hardcover,272,2020,2020,2021/09/29,2021/08/31,,,read,,,,1,,,0,,,,,
50358031,Leave the World Behind,Rumaan Alam,"Alam, Rumaan",,0062667637,9780062667632,2,3.22,Ecco,Hardcover,241,2020,2020,2021/09/29,2020/08/21,,,read,,,,1,,,0,,,,,
52300107,Caffeine: How Caffeine Created the Modern World,Michael Pollan,"Pollan, Michael",,,,3,3.73,Audible Original,Audible Audio,2,2020,2020,2021/09/29,2021/09/29,,,read,,,,1,,,0,,,,,
45894054,Deep Creek: Finding Hope in the High Country,Pam Houston,"Houston, Pam",,039335766X,9780393357660,4,4.33,W. W. Norton  Company,Paperback,320,2020,2019,2021/09/29,2020/10/16,audible,audible (#53),read,,,,1,,,0,,,,,
33080122,"The Calculating Stars (Lady Astronaut Universe, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,,,5,3.98,Tor Books,Paperback,431,2018,2018,2021/09/29,2020/11/10,audible,audible (#35),read,,,,1,,,0,,,,,
38508126,"The Sustainable State: The Future of Government, Economy, and Society",Chandran Nair,"Nair, Chandran",,1523095148,9781523095148,4,4.17,Berrett-Koehler Publishers,Paperback,272,2018,,2021/09/29,2020/08/21,audible,audible (#58),read,,,,1,,,0,,,,,
316767,The Box: How the Shipping Container Made the World Smaller and the World Economy Bigger,Marc Levinson,"Levinson, Marc",,0691123241,9780691123240,3,3.82,Princeton University Press,Hardcover,392,2006,2006,2021/09/25,2021/05/08,audible,audible (#42),read,,,,1,,,0,,,,,
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,1933633867,9781933633862,4,4.20,Melville House Publishing,Hardcover,534,2011,2011,2021/09/17,2018/10/29,,,read,,,,1,,,0,,,,,
37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,1328662055,9781328662057,5,4.38,Mariner Books,Hardcover,415,2019,2019,2021/09/16,2020/05/25,audible,audible (#5),read,,,,1,,,0,,,,,
30076034,Precious Little Sleep,Alexis Dubief,"Dubief, Alexis",,,,0,4.28,Lomhara Press,Paperback,320,2017,2017,,2021/09/14,to-read,to-read (#413),to-read,,,,0,,,0,,,,,
597544,Be Prepared: A Practical Handbook for New Dads,Gary   Greenberg,"Greenberg, Gary",Jeannie Hayden,0743251547,9780743251549,0,4.06,Simon & Schuster,Paperback,240,2004,2004,,2021/09/14,to-read,to-read (#412),to-read,,,,0,,,0,,,,,
56769577,Fuzz: When Nature Breaks the Law,Mary Roach,"Roach, Mary",,1324001933,9781324001935,0,3.91,W. W. Norton  Company,Hardcover,308,2021,2021,,2021/09/14,to-read,to-read (#411),to-read,,,,0,,,0,,,,,
54626223,Harlem Shuffle,Colson Whitehead,"Whitehead, Colson",,0385545134,9780385545136,0,3.82,Doubleday,Hardcover,318,2021,2021,,2021/09/14,to-read,to-read (#410),to-read,,,,0,,,0,,,,,
55710579,Let's Talk About Hard Things,Anna Sale,"Sale, Anna",,1501190245,9781501190247,0,3.67,Simon  Schuster,Hardcover,304,2021,2021,,2021/09/13,to-read,to-read (#409),to-read,,,,0,,,0,,,,,
7182861,Panic: The Story of Modern Financial Insanity,Michael   Lewis,"Lewis, Michael",,0393337987,9780393337983,0,3.57,W. W. Norton & Company,Paperback,400,2009,2008,,2020/08/21,"scribd, paused","scribd (#16), paused (#38)",paused,,,,0,,,0,,,,,
55867756,Messy Roots: A Graphic Memoir of a Wuhanese-American,Laura Gao,"Gao, Laura",,0063067773,9780063067776,0,4.39,Balzer + Bray,Hardcover,272,2022,2022,,2021/09/10,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
22245334,"The Utopia of Rules: On Technology, Stupidity, and the Secret Joys of Bureaucracy",David Graeber,"Graeber, David",,1612193749,9781612193748,0,4.00,Melville House,Hardcover,261,2015,2013,,2021/09/10,to-read,to-read (#407),to-read,,,,0,,,0,,,,,
50489373,Sid Meier's Memoir!: A Life in Computer Games,Sid Meier,"Meier, Sid",,1324005874,9781324005872,5,4.18,W. W. Norton  Company,Hardcover,286,2020,2020,2021/09/08,2020/10/09,scribd,scribd (#65),read,,,,1,,,0,,,,,
48982817,Short Circuiting Policy: Interest Groups and the Battle Over Clean Energy and Climate Policy in the American States,Leah Cardamore Stokes,"Stokes, Leah Cardamore",,0190074264,9780190074265,0,4.06,"Oxford University Press, USA",Paperback,336,2020,2020,2021/07/16,2020/10/13,paused,paused (#37),paused,,,,2,,,0,,,,,
32827,From the Earth to the Moon,Jules Verne,"Verne, Jules",,1598184547,9781598184549,0,3.78,Aegypan,Paperback,136,2006,1865,,2013/07/27,"scribd, paused","scribd (#18), paused (#36)",paused,,,,0,,,0,,,,,
58670277,Deploy Empathy: A practical guide to interviewing customers,Michele Hansen,"Hansen, Michele",,173744660X,9781737446606,0,4.80,Dotsquare LLC,Paperback,320,2021,,,2021/09/03,to-read,to-read (#406),to-read,,,,0,,,0,,,,,
2334538,"Quarter Share (Golden Age of the Solar Clipper, #1)",Nathan Lowell,"Lowell, Nathan",,,,0,4.16,Nathan Lowell,Audiobook,250,2007,2007,,2021/09/01,to-read,to-read (#405),to-read,,,,0,,,0,,,,,
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,0060593083,9780060593087,0,3.90,HarperCollins Perennial,Paperback,927,2004,2003,,2021/09/01,"to-read, audible","to-read (#404), audible (#64)",to-read,,,,0,,,0,,,,,
55277893,Press Reset: Ruin and Recovery in the Video Game Industry,Jason Schreier,"Schreier, Jason",,1538735490,9781538735497,0,4.07,Grand Central Publishing,Paperback,320,2021,2021,,2021/09/01,to-read,to-read (#403),to-read,,,,0,,,0,,,,,
40121985,How to Hide an Empire: A History of the Greater United States,Daniel Immerwahr,"Immerwahr, Daniel",,0374172145,9780374172145,0,4.46,"Farrar, Straus and Giroux",Hardcover,513,2019,2019,,2021/07/18,"to-read, scribd","to-read (#396), scribd (#63)",to-read,,,,0,,,0,,,,,
16145154,"Fresh Fruit, Broken Bodies: Migrant Farmworkers in the United States",Seth Holmes,"Holmes, Seth",,0520275144,9780520275140,0,4.27,University of California Press,Paperback,234,2013,2013,,2021/05/11,"to-read, audible, scribd","to-read (#391), audible (#44), scribd (#61)",to-read,,,,0,,,0,,,,,
20758057,Empire of Cotton: A Global History,Sven Beckert,"Beckert, Sven",,0375414142,9780375414145,0,3.87,Knopf,Hardcover,640,2014,2014,,2021/06/27,"to-read, scribd","to-read (#394), scribd (#62)",to-read,,,,0,,,0,,,,,
34466870,"Kiss the Ground: How the Food You Eat Can Reverse Climate Change, Heal Your Body & Ultimately Save Our World",Josh Tickell,"Tickell, Josh",John Mackey,1501170252,9781501170256,0,4.39,Atria/Enliven Books,Hardcover,352,2017,2017,,2021/01/05,"to-read, audible, scribd","to-read (#376), audible (#39), scribd (#59)",to-read,,,,0,,,0,,,,,
26016434,Wilderness Essays,John Muir,"Muir, John",,1423607120,9781423607120,0,4.12,Gibbs Smith,Hardcover,288,2011,1980,,2020/12/26,"to-read, audible, scribd","to-read (#369), audible (#47), scribd (#68)",to-read,,,,0,,,0,,,,,
40180045,Nature's Mutiny: How the Little Ice Age of the Long Seventeenth Century Transformed the West and Shaped the Present,Philipp Blom,"Blom, Philipp",,163149404X,9781631494048,0,3.59,Liveright,Hardcover,352,2019,2017,,2020/10/12,"to-read, scribd","to-read (#342), scribd (#66)",to-read,,,,0,,,0,,,,,
3828902,Thinking in Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana       Wright,1603580557,9781603580557,0,4.22,Chelsea Green Publishing,Paperback,240,2008,2008,,2021/01/21,"to-read, scribd","to-read (#377), scribd (#60)",to-read,,,,0,,,0,,,,,
52444,Sundown Towns: A Hidden Dimension of American Racism,James W. Loewen,"Loewen, James W.",,0743294483,9780743294485,0,4.28,Touchstone,Paperback,576,2006,2005,,2020/08/25,"to-read, audible, scribd","to-read (#322), audible (#50), scribd (#64)",to-read,,,,0,,,0,,,,,
11289729,"Sacred Economics: Money, Gift, and Society in the Age of Transition",Charles Eisenstein,"Eisenstein, Charles",,1583943978,9781583943977,0,4.25,EVOLVER EDITIONS,Paperback,496,2011,2011,,2020/12/27,"to-read, audible","to-read (#371), audible (#48)",to-read,,,,0,,,0,,,,,
17707768,Jony Ive: The Genius Behind Apple's Greatest Products,Leander Kahney,"Kahney, Leander",,159184617X,9781591846178,0,3.99,Portfolio,Hardcover,274,2013,2013,,2020/12/26,to-read,to-read (#367),to-read,,,,0,,,0,,,,,
42983955,The Knowledge Gap: The Hidden Cause of America's Broken Education System--And How to Fix It,Natalie Wexler,"Wexler, Natalie",,0735213550,9780735213555,0,4.20,Avery Publishing Group,Hardcover,336,2019,2019,,2020/10/30,to-read,to-read (#354),to-read,,,,0,,,0,,,,,
51700301,The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene,"Greene, Andy",,1524744972,9781524744977,0,4.15,Dutton Books,Hardcover,464,2020,2020,,2020/10/29,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
762542,The Four Steps to the Epiphany: Successful Strategies for Startups That Win,Steve Blank,"Blank, Steve",,0976470705,9780976470700,0,3.93,K & S Ranch,Paperback,281,2005,2003,,2020/10/28,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
41181911,Super Thinking: The Big Book of Mental Models,Gabriel Weinberg,"Weinberg, Gabriel",Lauren McCann,0525533583,9780525533580,0,4.05,Portfolio,Hardcover,354,2019,2019,,2020/10/23,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
34324534,Against the Grain: A Deep History of the Earliest States,James C. Scott,"Scott, James C.",,0300182910,9780300182910,0,4.13,Yale University Press,Hardcover,312,2017,2017,,2020/10/09,"audible, to-read","audible (#34), to-read (#336)",to-read,,,,0,,,0,,,,,
28789732,The Hidden Half of Nature: The Microbial Roots of Life and Health,David R. Montgomery,"Montgomery, David R.",Anne Biklé,0393353370,9780393353372,0,4.29,W. W. Norton  Company,Paperback,320,2016,2015,,2020/10/09,"to-read, audible","to-read (#335), audible (#33)",to-read,,,,0,,,0,,,,,
31625067,Hacking Growth: How Today's Fastest-Growing Companies Drive Breakout Success,Sean     Ellis,"Ellis, Sean",Morgan  Brown,045149721X,9780451497215,0,4.08,Currency,Hardcover,320,2017,2017,,2020/09/29,to-read,to-read (#328),to-read,,,,0,,,0,,,,,
187149,Open Veins of Latin America: Five Centuries of the Pillage of a Continent,Eduardo Galeano,"Galeano, Eduardo","Cedric Belfrage, Isabel Allende",0853459916,9780853459910,0,4.29,Monthly Review Press,Paperback,317,1997,1971,,2020/09/28,"to-read, audible","to-read (#326), audible (#30)",to-read,,,,0,,,0,,,,,
51794452,The Growing Season: How I Saved an American Farm--And Built a New Life,Sarah Frey,"Frey, Sarah",,,,0,4.08,Ballantine Books,Hardcover,272,2020,2020,,2020/10/09,to-read,to-read (#337),to-read,,,,0,,,0,,,,,
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,,,0,4.40,Harriman House,Paperback,252,2020,2020,,2020/10/05,"to-read, audible","to-read (#333), audible (#52)",to-read,,,,0,,,0,,,,,
43347603,The Yellow House,Sarah M. Broom,"Broom, Sarah M.",,0802125085,9780802125088,0,3.91,Grove Press,Hardcover,376,2019,2019,,2020/08/25,"to-read, audible","to-read (#320), audible (#63)",to-read,,,,0,,,0,,,,,
27091,Teaching to Transgress: Education as the Practice of Freedom,bell hooks,"hooks, bell",,0415908086,9780415908085,0,4.43,Routledge,Paperback,216,1994,1994,,2020/08/25,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
35263935,Watermelon Snow,William A. Liggett,"Liggett, William A.",,0997487100,9780997487107,0,4.05,Sandra Jonas Publishing,Paperback,238,2017,2017,,2020/08/21,"to-read, audible","to-read (#315), audible (#61)",to-read,,,,0,,,0,,,,,
227113,Walking,Henry David Thoreau,"Thoreau, Henry David",,1596058811,9781596058811,0,3.80,Cosimo Classics,Paperback,60,2006,1861,,2020/08/22,"to-read, audible","to-read (#317), audible (#62)",to-read,,,,0,,,0,,,,,
26453895,Clean and White: A History of Environmental Racism in the United States,Carl Zimring,"Zimring, Carl",,1479826944,9781479826940,0,3.67,New York University Press,Hardcover,288,2016,2015,,2020/08/21,"to-read, audible","to-read (#314), audible (#60)",to-read,,,,0,,,0,,,,,
5753,Words and Rules: The Ingredients of Language,Steven Pinker,"Pinker, Steven",,0753810255,9780753810255,0,3.91,,Paperback,397,2000,1999,,2020/08/21,"to-read, scribd, audible","to-read (#311), scribd (#45), audible (#59)",to-read,,,,0,,,0,,,,,
23209924,The Water Knife,Paolo Bacigalupi,"Bacigalupi, Paolo",,0385352875,9780385352871,0,3.84,Knopf,Hardcover,371,2015,2015,,2020/08/21,"to-read, audible","to-read (#312), audible (#31)",to-read,,,,0,,,0,,,,,
43560857,"Future Histories: What Ada Lovelace, Tom Paine, and the Paris Commune Can Teach Us About Digital Technology",Lizzie O'Shea,"O'Shea, Lizzie",,,,0,3.97,Verso,Kindle Edition,240,2019,2019,,2020/08/17,"to-read, audible","to-read (#303), audible (#54)",to-read,,,,0,,,0,,,,,
42527493,Race After Technology: Abolitionist Tools for the New Jim Code,Ruha Benjamin,"Benjamin, Ruha",,1509526439,9781509526437,0,4.31,Polity Press,ebook,172,2019,2019,,2020/08/17,"to-read, audible","to-read (#304), audible (#55)",to-read,,,,0,,,0,,,,,
12287209,"Wool (Wool, #1)",Hugh Howey,"Howey, Hugh",,,,0,4.12,Broad Reach,Kindle Edition,58,2011,2011,,2020/08/20,"to-read, audible","to-read (#306), audible (#57)",to-read,,,,0,,,0,,,,,
51151807,Design Justice: Community-Led Practices to Build the Worlds We Need,Sasha Costanza-Chock,"Costanza-Chock, Sasha",,0262043459,9780262043458,0,4.30,The MIT Press,Paperback,360,2020,2020,,2020/08/17,"to-read, audible","to-read (#305), audible (#56)",to-read,,,,0,,,0,,,,,
18869177,Lying,Sam Harris,"Harris, Sam",,,,0,3.87,Four Elephants Press,Kindle Edition,47,2013,2011,,2021/09/01,"to-read, audible","to-read (#402), audible (#49)",to-read,,,,0,,,0,,,,,
6712580,Reality Hunger: A Manifesto,David Shields,"Shields, David",,0307273539,9780307273536,0,3.64,Knopf,Hardcover,219,2010,2010,,2021/08/03,"to-read, audible","to-read (#399), audible (#46)",to-read,,,,0,,,0,,,,,
128429,Against the Gods: The Remarkable Story of Risk,Peter L. Bernstein,"Bernstein, Peter L.",,0471295639,9780471295631,0,3.95,Wiley,Paperback,383,1998,1996,,2021/05/08,"to-read, audible","to-read (#388), audible (#43)",to-read,,,,0,,,0,,,,,
38891828,Wilding,Isabella Tree,"Tree, Isabella",,1509805095,9781509805099,0,4.48,Picador,Hardcover,384,2018,2018,,2021/06/30,"to-read, audible","to-read (#395), audible (#45)",to-read,,,,0,,,0,,,,,
15843169,Nature's Fortune: How Business and Society Thrive By Investing In Nature,Mark R. Tercek,"Tercek, Mark R.",Jonathan S. Adams,0465031811,9780465031818,0,3.71,Basic Books,Hardcover,272,2013,2013,,2021/02/28,"to-read, audible","to-read (#380), audible (#40)",to-read,,,,0,,,0,,,,,
54140556,Working in Public: The Making and Maintenance of Open Source Software,Nadia Eghbal,"Eghbal, Nadia",,0578675862,9780578675862,0,4.02,Stripe Press,Hardcover,252,2020,2020,,2021/05/08,"to-read, audible","to-read (#385), audible (#41)",to-read,,,,0,,,0,,,,,
22749723,Who Gets What — and Why: The New Economics of Matchmaking and Market Design,Alvin E. Roth,"Roth, Alvin E.",,0544291131,9780544291133,0,3.87,Eamon Dolan/Houghton Mifflin Harcourt,Hardcover,272,2015,2014,,2020/12/29,"to-read, audible","to-read (#375), audible (#38)",to-read,,,,0,,,0,,,,,
587916,Dirt: The Erosion of Civilizations,David R. Montgomery,"Montgomery, David R.",,0520248708,9780520248700,0,4.01,University of California Press,Hardcover,295,2007,2007,,2021/08/09,"audible, to-read","audible (#37), to-read (#401)",to-read,,,,1,,,0,,,,,
1971304,City of Thieves,David Benioff,"Benioff, David",,0670018708,9780670018703,0,4.27,Viking Books,Hardcover,258,2008,2008,,2021/08/31,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,0142001619,9780142001615,5,3.74,Penguin Books,Paperback,484,2003,2002,2021/08/30,2020/10/23,,,read,,,,1,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,0735214484,9780735214484,3,4.15,Riverhead Books,Hardcover,352,2019,2019,2021/08/25,2019/05/31,,,read,,,,1,,,0,,,,,
50185680,We're Parents! The New Dad Book for Baby's First Year: Everything You Need to Know to Survive and Thrive Together,Adrian Kulp,"Kulp, Adrian",,,,2,3.94,Rockridge Press,Kindle Edition,188,2019,,2021/08/25,2021/08/25,,,read,,,,1,,,0,,,,,
39712773,We're Pregnant! The First Time Dad's Pregnancy Handbook,Adrian Kulp,"Kulp, Adrian",,,,2,3.94,Rockridge Press,Kindle Edition,298,2018,,2021/08/25,2021/08/25,,,read,,,,1,,,0,,,,,
919468,The New Father: A Dad's Guide to the First Year,Armin A. Brott,"Brott, Armin A.",,0789208156,9780789208156,4,3.98,Abbeville Press,Paperback,319,2004,1997,2021/08/25,2021/08/25,,,read,,,,1,,,0,,,,,
204567,"The Expectant Father: Facts, Tips and Advice for Dads-to-Be",Armin A. Brott,"Brott, Armin A.",Jennifer Ash,0789205386,9780789205384,5,3.82,Abbeville Press,Paperback,271,2001,1995,2021/08/25,2021/08/25,,,read,,,,1,,,0,,,,,
51079278,The Next Great Migration: The Beauty and Terror of Life on the Move,Sonia Shah,"Shah, Sonia",,1635571979,9781635571974,5,3.95,Bloomsbury Publishing,Hardcover,400,2020,2020,2021/08/20,2020/10/29,,,read,,,,1,,,0,,,,,
41807132,Migrations,Charlotte McConaghy,"McConaghy, Charlotte",,,,5,4.17,Flatiron Books,Kindle Edition,272,2020,2020,2021/08/14,2020/08/21,,,read,,,,1,,,0,,,,,
